Administrative,Administrative_Duration,Informational,Informational_Duration,ProductRelated,ExitRates in %,PageValues,Month,OperatingSystems,Browser,Region,TrafficType,VisitorType,Weekend,Revenue
5,96.75,0,0.0,113,0.005172414,0.0,Nov,2,2,2,11,New_Visitor,False,False
1,27.2,0,0.0,21,0.019064327,0.0,Oct,3,2,4,20,Returning_Visitor,False,False
0,0.0,0,0.0,7,0.057142857,0.0,Mar,2,5,1,3,Returning_Visitor,False,False
5,81.6,0,0.0,16,0.019047619,0.0,Sep,2,4,2,5,New_Visitor,False,False
4,93.5,0,0.0,293,0.01542982,2.164809711,Nov,2,2,1,2,Returning_Visitor,False,True
1,47.0,0,0.0,19,0.005882353,0.0,May,2,2,6,4,New_Visitor,False,False
0,0.0,0,0.0,35,0.023619048,0.0,Mar,2,2,1,1,Returning_Visitor,False,False
2,143.8,1,0.0,6,0.055555556,0.0,May,3,2,8,3,Returning_Visitor,False,False
0,0.0,0,0.0,2,0.166666667,0.0,Nov,3,2,6,3,Returning_Visitor,True,False
0,0.0,0,0.0,10,0.02,0.0,Nov,1,1,1,5,New_Visitor,True,False
4,22.91666667,0,0.0,22,0.035185185,0.0,Nov,2,2,1,2,Returning_Visitor,False,False
3,84.25,0,0.0,52,0.031188811,0.0,Nov,2,2,1,2,New_Visitor,False,False
4,92.0,0,0.0,19,0.004545455,0.0,May,3,2,3,1,Returning_Visitor,False,False
3,39.5,2,51.0,33,0.01969697,0.0,May,2,2,4,1,Returning_Visitor,False,False
4,15.0,1,17.0,17,0.027272727,15.66445171,Mar,2,2,4,10,Returning_Visitor,False,True
0,0.0,0,0.0,1,0.2,0.0,Mar,1,1,4,9,Returning_Visitor,True,False
2,43.0,0,0.0,3,0.04,0.0,Mar,2,4,9,2,Returning_Visitor,False,False
0,0.0,0,0.0,8,0.028571429,44.56114286,May,2,4,9,5,Returning_Visitor,False,True
0,0.0,0,0.0,14,0.007142857,0.0,Feb,2,2,5,4,Returning_Visitor,True,False
0,0.0,0,0.0,6,0.1,0.0,May,2,2,4,6,Returning_Visitor,False,False
4,71.2,0,0.0,6,0.014814815,0.0,Aug,1,1,1,5,New_Visitor,False,False
6,198.5,0,0.0,41,0.01,0.0,Dec,3,2,3,11,New_Visitor,False,False
6,107.0,1,10.5,5,0.0125,0.0,May,2,2,1,5,New_Visitor,False,False
0,0.0,0,0.0,52,0.019337607,0.0,Dec,2,2,3,1,Returning_Visitor,False,False
0,0.0,0,0.0,10,0.07,0.0,Mar,2,2,4,1,Returning_Visitor,False,False
0,0.0,0,0.0,1,0.133333333,0.0,Mar,3,3,1,3,Returning_Visitor,False,False
0,0.0,0,0.0,38,0.018918919,0.0,Mar,2,2,1,2,Returning_Visitor,False,False
24,196.1385918,1,28.0,113,0.047477294,2.613452922,May,2,2,6,11,Returning_Visitor,True,False
3,30.0,0,0.0,37,0.015384615,0.0,May,2,10,1,3,Returning_Visitor,False,False
8,105.5644231,5,249.0,128,0.005815392,5.472974626,May,1,1,6,13,Returning_Visitor,False,False
0,0.0,0,0.0,0,0.2,0.0,Nov,1,1,9,2,Returning_Visitor,False,False
2,178.5,2,314.0,19,0.015873016,52.08342857,May,2,4,1,4,Returning_Visitor,False,False
0,0.0,0,0.0,1,0.2,0.0,May,1,1,1,15,Returning_Visitor,True,False
11,208.25,2,109.0,54,0.021468927,0.0,Nov,2,2,1,2,Returning_Visitor,False,False
15,444.4444444,0,0.0,32,0.04411104,0.0,Nov,3,2,1,13,Returning_Visitor,False,False
1,27.5,3,17.0,1,0.04,0.0,Nov,1,1,1,8,New_Visitor,False,True
1,5.0,0,0.0,108,0.003773585,0.0,Dec,2,2,1,2,New_Visitor,True,False
4,74.5,0,0.0,22,0.027179487,0.0,Sep,2,2,9,2,Returning_Visitor,False,True
0,0.0,0,0.0,21,0.025,0.0,Dec,2,2,7,1,Returning_Visitor,False,False
0,0.0,0,0.0,26,0.013782051,0.0,Mar,1,1,8,3,Returning_Visitor,False,False
0,0.0,0,0.0,7,0.071428571,0.0,Nov,3,2,2,13,Returning_Visitor,False,False
0,0.0,0,0.0,17,0.017647059,0.0,May,2,2,1,2,Returning_Visitor,False,False
0,0.0,0,0.0,21,0.041269841,0.0,Nov,2,2,1,2,Returning_Visitor,False,False
0,0.0,0,0.0,12,0.025,0.0,Nov,1,1,1,2,Returning_Visitor,True,False
1,5.0,0,0.0,7,0.021428571,0.0,Sep,1,2,7,4,Returning_Visitor,False,False
5,32.0,0,0.0,30,0.0125,0.0,Oct,2,2,7,1,Returning_Visitor,False,False
6,124.5,5,132.8333333,45,0.010111111,0.0,May,2,5,2,2,Returning_Visitor,False,False
6,140.3333333,0,0.0,9,0.004761905,0.0,May,3,2,2,3,New_Visitor,False,False
0,0.0,0,0.0,4,0.1,0.0,Dec,2,2,5,20,Returning_Visitor,False,False
0,0.0,0,0.0,20,0.009285714,0.0,Nov,3,2,4,13,Returning_Visitor,False,False
0,0.0,0,0.0,10,0.024,0.0,Nov,2,2,4,13,Returning_Visitor,False,False
0,0.0,0,0.0,20,0.034761905,0.0,Mar,2,2,2,1,Returning_Visitor,False,False
5,724.5,0,0.0,23,0.000826446,59.988,May,1,1,1,2,Returning_Visitor,False,True
3,134.0,0,0.0,5,0.025,0.0,May,2,2,7,2,Returning_Visitor,True,False
0,0.0,0,0.0,2,0.033333333,0.0,May,1,1,1,1,Returning_Visitor,False,False
5,152.1,0,0.0,27,0.030123457,27.89717093,Oct,3,3,6,1,Returning_Visitor,True,False
5,74.6,3,43.4,67,0.047826279,0.0,Aug,2,2,6,1,Returning_Visitor,False,False
0,0.0,0,0.0,8,0.05,0.0,Mar,2,2,3,3,Returning_Visitor,False,False
0,0.0,0,0.0,8,0.025,23.235,May,1,1,1,5,New_Visitor,False,True
3,32.0,0,0.0,15,0.0,55.82099528,Sep,2,4,1,2,New_Visitor,False,False
1,19.0,1,0.0,56,0.049396552,0.0,May,2,2,3,6,Returning_Visitor,False,False
5,187.2666667,2,17.0,64,0.018007866,4.873969358,May,3,3,3,4,Returning_Visitor,True,False
10,138.75,0,0.0,69,0.000544218,0.0,Dec,2,2,3,2,New_Visitor,False,False
0,0.0,0,0.0,65,0.022692308,0.0,Nov,2,2,1,2,New_Visitor,False,False
22,474.4764124,3,167.1428571,92,0.020072361,7.935285933,Nov,3,2,2,13,Returning_Visitor,False,True
1,0.0,2,9.0,44,0.023188406,0.0,Nov,4,2,1,10,Returning_Visitor,False,True
8,186.5,0,0.0,57,0.0175,23.4154,May,2,2,3,6,Returning_Visitor,False,False
0,0.0,0,0.0,1,0.2,0.0,May,2,2,1,13,Returning_Visitor,True,False
0,0.0,0,0.0,4,0.05,0.0,Mar,2,2,2,1,Returning_Visitor,False,False
3,231.0,0,0.0,16,0.02745098,0.0,May,1,1,1,3,Returning_Visitor,False,False
6,162.5,0,0.0,39,0.011111111,8.604391304,May,3,3,5,2,Returning_Visitor,False,False
1,34.5,0,0.0,40,0.031153846,0.0,Nov,1,1,8,10,Returning_Visitor,True,False
1,13.75,0,0.0,32,0.027058824,22.95499447,Nov,2,2,2,6,Returning_Visitor,False,True
0,0.0,0,0.0,9,0.055555556,0.0,Mar,2,2,6,1,Returning_Visitor,False,False
0,0.0,1,14.0,104,0.023737786,0.0,Nov,2,2,1,2,Returning_Visitor,False,False
3,103.6,0,0.0,39,0.08699187,0.0,Aug,1,1,1,3,Returning_Visitor,False,False
4,49.3,0,0.0,12,0.0125,0.0,Sep,2,2,5,2,New_Visitor,False,False
1,50.4,0,0.0,49,0.015646259,24.68624612,June,2,2,9,1,Returning_Visitor,False,False
0,0.0,0,0.0,4,0.05,0.0,Jul,2,2,5,1,Returning_Visitor,False,False
5,170.8333333,0,0.0,79,0.002821869,0.0,Oct,4,1,1,2,Returning_Visitor,True,False
0,0.0,0,0.0,10,0.06,0.0,Nov,2,10,1,1,Returning_Visitor,True,False
4,130.0,0,0.0,28,0.003448276,0.0,Mar,2,2,1,2,New_Visitor,False,False
2,44.0,2,53.0,8,0.018181818,56.62363636,May,2,2,1,4,Returning_Visitor,True,True
3,86.1,2,28.4,2,0.033333333,0.0,Jul,2,2,1,5,New_Visitor,False,False
0,0.0,0,0.0,1,0.2,0.0,Jul,1,1,1,1,Returning_Visitor,False,False
0,0.0,0,0.0,9,0.044444444,0.0,Mar,1,2,9,1,Returning_Visitor,False,False
0,0.0,0,0.0,5,0.12,0.0,Mar,2,2,7,1,Returning_Visitor,False,False
1,4.0,0,0.0,22,0.039814815,0.0,Nov,4,2,1,2,Returning_Visitor,False,False
0,0.0,0,0.0,4,0.05,0.0,May,2,4,1,3,Returning_Visitor,False,False
0,0.0,0,0.0,1,0.2,0.0,Oct,1,1,1,1,New_Visitor,True,False
7,286.8333333,7,373.5,15,0.052,0.0,May,3,2,3,4,Returning_Visitor,False,False
3,7.0,1,25.16666667,21,0.031746032,32.38852793,Nov,2,2,1,1,Returning_Visitor,False,False
5,58.83333333,0,0.0,128,0.012517824,3.83397413,Nov,2,2,2,1,Returning_Visitor,True,False
5,131.995614,0,0.0,35,0.000263158,0.0,May,2,2,3,3,New_Visitor,False,False
4,190.5,0,0.0,29,0.019354839,0.0,Sep,3,2,3,4,Returning_Visitor,False,False
3,55.33333333,0,0.0,4,0.0625,0.0,Aug,1,1,4,3,Returning_Visitor,False,True
0,0.0,0,0.0,8,0.125,0.0,May,2,2,4,13,Returning_Visitor,False,False
0,0.0,0,0.0,4,0.125,0.0,Mar,3,2,3,3,Returning_Visitor,False,False
0,0.0,0,0.0,2,0.2,0.0,Dec,3,2,4,3,Returning_Visitor,False,False
0,0.0,0,0.0,4,0.05,0.0,Dec,1,8,1,6,New_Visitor,False,False
1,0.0,0,0.0,9,0.066666667,22.89636364,May,2,2,1,1,Returning_Visitor,False,True
0,0.0,0,0.0,22,0.046969697,0.0,Jul,3,2,3,4,Returning_Visitor,True,False
7,1463.333333,0,0.0,30,0.010557237,0.0,Nov,1,1,4,2,New_Visitor,False,False
0,0.0,0,0.0,8,0.175,0.0,June,3,2,1,1,Returning_Visitor,False,False
3,36.0,1,395.0,12,0.014285714,0.0,Mar,2,2,1,2,New_Visitor,False,False
2,27.25,0,0.0,9,0.033333333,75.50833257,Dec,2,2,7,2,Returning_Visitor,False,True
8,85.5,0,0.0,41,0.025876068,11.87691429,May,2,2,1,2,Returning_Visitor,True,False
0,0.0,0,0.0,2,0.1,0.0,Mar,3,2,4,1,Returning_Visitor,False,False
0,0.0,0,0.0,15,0.046666667,20.13907622,Nov,2,2,3,1,Returning_Visitor,False,False
4,88.625,3,170.5833333,5,0.005555556,0.0,Nov,2,4,7,2,New_Visitor,False,False
4,64.6,0,0.0,32,0.00952381,0.0,Feb,2,2,1,3,Returning_Visitor,False,False
3,23.0,0,0.0,16,0.033684211,0.0,Jul,2,2,7,13,Returning_Visitor,True,False
11,344.1,2,477.6,57,0.030868963,10.45977002,Oct,1,1,3,1,Returning_Visitor,False,False
0,0.0,0,0.0,5,0.016666667,0.0,Dec,4,1,2,1,Returning_Visitor,True,False
1,54.5,0,0.0,26,0.022222222,0.0,Dec,4,2,3,2,Returning_Visitor,False,False
2,7.0,0,0.0,56,0.006941639,0.0,Nov,3,2,1,1,Returning_Visitor,True,False
0,0.0,0,0.0,18,0.061111111,0.0,Nov,2,2,5,3,Returning_Visitor,True,False
0,0.0,0,0.0,23,0.069393939,39.038442,Dec,2,2,3,2,Returning_Visitor,False,False
0,0.0,0,0.0,21,0.0125,0.0,May,2,2,3,2,Returning_Visitor,False,False
4,47.25,0,0.0,2,0.04,0.0,Dec,2,2,1,2,New_Visitor,False,False
1,62.46666667,0,0.0,5,0.016666667,0.0,Sep,3,2,3,3,New_Visitor,False,False
0,0.0,0,0.0,3,0.066666667,0.0,May,2,2,2,5,Returning_Visitor,False,False
2,96.0,0,0.0,37,0.016410256,0.0,Mar,2,2,1,2,New_Visitor,False,False
6,571.5,0,0.0,49,0.018954248,0.0,Dec,2,2,3,13,Returning_Visitor,True,False
0,0.0,0,0.0,3,0.133333333,0.0,Nov,1,1,9,3,Returning_Visitor,False,False
0,0.0,0,0.0,27,0.017283951,0.0,Nov,2,2,9,10,Returning_Visitor,False,False
3,199.75,0,0.0,8,0.003333333,0.0,Mar,3,2,2,10,New_Visitor,False,False
0,0.0,0,0.0,10,0.02,0.0,Mar,2,2,1,1,Returning_Visitor,False,False
0,0.0,0,0.0,37,0.015238095,0.0,Nov,2,2,6,11,Returning_Visitor,False,False
3,120.6666667,0,0.0,8,0.01,0.0,May,2,7,1,2,New_Visitor,False,False
0,0.0,0,0.0,17,0.013333333,151.5650523,Nov,2,5,5,8,New_Visitor,False,True
0,0.0,0,0.0,20,0.033684211,0.0,May,2,2,2,13,Returning_Visitor,False,False
0,0.0,0,0.0,18,0.038888889,0.0,May,3,2,3,13,Returning_Visitor,False,False
9,211.0,1,52.4,22,0.034666667,0.0,Aug,1,2,1,4,Returning_Visitor,True,True
0,0.0,0,0.0,5,0.053333333,0.0,Mar,1,2,3,3,Returning_Visitor,False,False
1,87.0,0,0.0,38,0.028508772,7.153421053,May,2,2,1,4,Returning_Visitor,False,True
1,0.0,0,0.0,8,0.022222222,0.0,May,2,2,1,1,Returning_Visitor,False,False
0,0.0,0,0.0,11,0.02,16.16057924,Dec,2,10,7,2,Returning_Visitor,True,True
0,0.0,0,0.0,10,0.016666667,0.0,Nov,3,2,1,3,Returning_Visitor,False,False
0,0.0,0,0.0,8,0.05,0.0,May,2,2,2,13,Returning_Visitor,False,False
7,322.25,1,0.0,121,0.020025438,0.0,Nov,3,2,1,13,Returning_Visitor,False,False
0,0.0,0,0.0,3,0.033333333,0.0,Dec,3,2,3,6,Returning_Visitor,False,False
0,0.0,0,0.0,53,0.006528045,0.0,Nov,3,2,1,11,Returning_Visitor,True,False
1,10.0,0,0.0,11,0.04,0.0,Nov,2,2,2,2,Returning_Visitor,False,False
0,0.0,0,0.0,3,0.066666667,0.0,Nov,4,1,6,2,Returning_Visitor,False,False
11,88.375,1,0.0,81,0.017862319,15.38432962,Nov,1,1,7,2,Returning_Visitor,False,True
5,71.0,0,0.0,57,0.018891527,13.55041394,Nov,2,4,4,2,Returning_Visitor,False,True
3,604.5,6,75.66666667,50,0.037838384,0.0,May,1,1,3,15,Returning_Visitor,True,False
11,240.1,1,0.0,33,0.018119658,0.0,Aug,2,4,7,2,New_Visitor,True,False
0,0.0,0,0.0,4,0.15,0.0,Dec,2,2,1,1,Returning_Visitor,False,False
3,108.5,0,0.0,2,0.016666667,0.0,May,3,2,3,2,Returning_Visitor,False,False
0,0.0,0,0.0,4,0.05,0.0,Dec,1,1,8,2,Returning_Visitor,False,False
14,181.0733333,3,58.4,18,0.011111111,0.0,Oct,2,2,1,3,Returning_Visitor,True,False
5,48.97619048,1,65.0,40,0.016324111,12.48912129,Dec,1,1,4,2,Returning_Visitor,True,False
4,75.6,0,0.0,94,0.015506059,0.0,May,3,2,9,3,Returning_Visitor,False,False
5,63.0,0,0.0,27,0.005952381,0.0,Dec,2,2,6,2,New_Visitor,True,False
6,153.275,3,394.0,25,0.030151515,22.3392,May,1,1,3,4,Returning_Visitor,True,False
0,0.0,0,0.0,17,0.023889556,0.0,Mar,3,2,3,10,Returning_Visitor,False,False
0,0.0,0,0.0,22,0.019047619,0.0,May,3,2,3,13,Returning_Visitor,True,False
0,0.0,0,0.0,1,0.2,0.0,Dec,2,2,2,1,Returning_Visitor,False,False
0,0.0,0,0.0,31,0.02078853,0.0,June,2,2,8,1,Returning_Visitor,False,False
1,0.0,3,80.0,125,0.039945665,1.002042069,Jul,1,1,1,3,Returning_Visitor,False,True
0,0.0,0,0.0,2,0.15,0.0,Mar,3,2,1,3,Returning_Visitor,False,False
1,17.0,1,23.75,62,0.027150538,3.663777878,Dec,3,2,3,1,Returning_Visitor,True,False
0,0.0,0,0.0,13,0.03956044,0.0,May,2,2,4,3,Returning_Visitor,False,False
0,0.0,0,0.0,1,0.2,0.0,Dec,3,2,7,1,Returning_Visitor,False,False
1,44.5,0,0.0,18,0.035,20.394,May,2,2,7,13,Returning_Visitor,False,False
8,133.4,0,0.0,38,0.016576479,17.06291074,Dec,1,1,4,2,Returning_Visitor,False,False
3,112.9607843,0,0.0,13,0.06140625,0.0,Mar,2,2,1,2,Returning_Visitor,False,False
0,0.0,0,0.0,3,0.1,0.0,Nov,3,2,2,2,New_Visitor,False,False
9,118.0,2,10.0,16,0.013015873,0.0,May,1,1,1,3,Returning_Visitor,False,False
0,0.0,0,0.0,7,0.028571429,0.0,Mar,2,2,1,2,Returning_Visitor,False,False
0,0.0,0,0.0,10,0.0,0.0,Aug,1,1,3,4,Returning_Visitor,False,False
5,96.625,0,0.0,27,0.019047619,0.0,Nov,2,2,9,13,Returning_Visitor,False,False
0,0.0,0,0.0,14,0.015384615,0.0,May,1,1,3,2,New_Visitor,False,False
0,0.0,0,0.0,23,0.043055556,0.0,Nov,2,2,1,2,Returning_Visitor,True,False
0,0.0,0,0.0,37,0.021621622,0.0,Nov,2,2,1,8,New_Visitor,False,False
3,68.0,1,103.0,10,0.015384615,35.99261538,Mar,2,2,3,7,Returning_Visitor,True,True
6,205.0,0,0.0,20,0.001515152,0.0,Nov,1,1,1,2,Returning_Visitor,False,False
0,0.0,0,0.0,10,0.01,0.0,Mar,1,1,1,2,Returning_Visitor,True,False
1,109.8,0,0.0,17,0.001388889,0.0,Oct,2,4,1,3,New_Visitor,False,False
2,23.2,0,0.0,11,0.015384615,0.0,Sep,2,2,2,2,New_Visitor,True,False
0,0.0,0,0.0,7,0.028571429,0.0,May,2,2,1,4,Returning_Visitor,False,False
1,28.5,0,0.0,79,0.007748918,0.0,Nov,1,1,3,3,Returning_Visitor,False,False
0,0.0,0,0.0,2,0.05,0.0,Dec,1,1,2,2,New_Visitor,False,False
0,0.0,0,0.0,19,0.051929825,0.0,May,3,2,1,3,Returning_Visitor,True,False
2,81.6,0,0.0,1,0.04,0.0,Oct,3,2,3,5,New_Visitor,False,True
0,0.0,0,0.0,1,0.2,0.0,May,1,1,1,1,Returning_Visitor,False,False
0,0.0,0,0.0,7,0.028571429,0.0,Nov,2,5,2,3,Returning_Visitor,False,False
9,505.5,0,0.0,19,0.017391304,0.0,May,3,2,1,4,Returning_Visitor,False,False
0,0.0,0,0.0,10,0.08,0.0,May,1,1,1,3,Returning_Visitor,False,False
12,203.4714286,1,0.0,220,0.012414872,0.673127586,May,2,2,5,6,Returning_Visitor,False,False
4,23.53333333,0,0.0,10,0.066666667,0.0,June,2,2,2,3,Returning_Visitor,True,False
2,25.0,0,0.0,36,0.036190476,0.0,May,3,3,3,2,Returning_Visitor,True,False
0,0.0,1,0.0,12,0.05,0.0,Mar,1,1,1,2,Returning_Visitor,False,False
0,0.0,0,0.0,29,0.01954023,0.0,May,3,2,1,3,Returning_Visitor,False,False
0,0.0,0,0.0,6,0.066666667,0.0,Feb,2,5,1,3,Returning_Visitor,False,False
0,0.0,0,0.0,7,0.057142857,0.0,May,1,1,3,3,Returning_Visitor,True,False
0,0.0,1,0.0,14,0.017777778,0.0,June,1,1,1,2,Returning_Visitor,True,False
0,0.0,0,0.0,1,0.2,0.0,Dec,3,2,7,3,Returning_Visitor,False,False
0,0.0,0,0.0,20,0.114814815,0.0,May,2,2,1,4,Returning_Visitor,False,False
0,0.0,0,0.0,3,0.133333333,0.0,May,2,2,3,11,Returning_Visitor,False,False
0,0.0,0,0.0,6,0.033333333,0.0,Feb,2,4,4,1,Returning_Visitor,False,False
8,77.0,0,0.0,36,0.018461538,13.99676923,May,2,5,7,2,Returning_Visitor,False,False
0,0.0,0,0.0,24,0.004347826,72.30208696,May,2,2,1,4,New_Visitor,False,True
0,0.0,0,0.0,1,0.2,0.0,Dec,1,1,3,3,New_Visitor,True,False
0,0.0,0,0.0,6,0.033333333,0.0,May,2,6,3,6,Returning_Visitor,False,False
3,60.0,0,0.0,19,0.01,0.0,Mar,1,1,3,9,Returning_Visitor,True,False
4,20.0,0,0.0,57,0.029239766,5.304,May,2,5,2,6,Returning_Visitor,True,False
2,75.0,0,0.0,26,0.0125,8.524548919,Nov,1,1,9,8,New_Visitor,False,True
0,0.0,0,0.0,1,0.2,0.0,May,2,2,4,3,New_Visitor,False,False
0,0.0,0,0.0,8,0.066666667,0.0,Nov,3,2,4,13,Returning_Visitor,False,False
0,0.0,0,0.0,42,0.035454545,0.0,Dec,3,2,7,2,Returning_Visitor,False,False
2,11.0,0,0.0,48,0.005319149,0.0,May,2,5,7,4,Returning_Visitor,False,False
0,0.0,0,0.0,4,0.05,0.0,May,3,2,3,13,Returning_Visitor,False,False
0,0.0,0,0.0,48,0.044680851,0.0,Jul,2,2,5,1,Returning_Visitor,False,False
0,0.0,0,0.0,44,0.036363636,0.0,Dec,4,1,3,1,Returning_Visitor,False,False
1,0.0,0,0.0,21,0.057482993,0.0,Nov,3,2,5,13,Returning_Visitor,False,False
4,64.66666667,0,0.0,50,0.003773585,0.0,Aug,2,2,4,2,New_Visitor,False,False
0,0.0,0,0.0,21,0.007017544,13.59007196,Oct,1,1,3,2,Returning_Visitor,False,True
0,0.0,0,0.0,1,0.2,0.0,Sep,2,2,6,1,Returning_Visitor,True,False
5,91.5,0,0.0,106,0.010139398,1.912422222,May,4,2,3,6,Returning_Visitor,False,False
2,341.6,0,0.0,7,0.062857143,0.0,Aug,3,2,1,1,Returning_Visitor,False,False
0,0.0,0,0.0,50,0.008163265,47.83758971,Nov,2,10,1,2,New_Visitor,False,True
6,32.5,2,62.5,80,0.027420635,7.530107143,May,2,2,1,4,Returning_Visitor,False,False
1,0.0,0,0.0,6,0.125714286,0.0,June,3,2,2,4,Returning_Visitor,False,False
9,76.54166667,0,0.0,6,0.02,0.0,Nov,3,2,3,10,Returning_Visitor,True,False
0,0.0,4,115.8,95,0.011832634,0.0,Nov,1,1,3,2,Returning_Visitor,False,False
4,185.0,0,0.0,40,0.031196581,0.0,Mar,2,2,6,1,Returning_Visitor,False,False
0,0.0,0,0.0,11,0.02,44.388,May,2,2,3,2,Returning_Visitor,False,True
1,129.36,0,0.0,6,0.0625,11.27546478,Nov,2,5,3,1,Returning_Visitor,False,False
0,0.0,0,0.0,6,0.066666667,0.0,Mar,3,2,1,1,Returning_Visitor,False,False
0,0.0,0,0.0,15,0.02,0.0,May,1,1,1,3,Returning_Visitor,True,False
8,71.66666667,0,0.0,24,0.013793103,0.0,May,2,2,1,5,Returning_Visitor,False,False
0,0.0,0,0.0,23,0.050793651,0.0,June,3,2,1,1,Returning_Visitor,False,False
6,233.0833333,2,63.0,60,0.009358814,0.0,Mar,3,2,1,10,Returning_Visitor,False,False
8,157.0,4,60.0,24,0.033760684,5.689554113,May,2,2,1,7,Returning_Visitor,False,False
3,91.83333333,0,0.0,11,0.015384615,44.29661538,May,1,1,1,2,New_Visitor,False,True
0,0.0,0,0.0,6,0.122222222,0.0,May,3,2,3,4,Returning_Visitor,False,False
0,0.0,0,0.0,14,0.02,0.0,Nov,1,1,1,10,Returning_Visitor,False,False
9,124.125,0,0.0,35,0.030662021,0.0,Mar,2,2,3,2,Returning_Visitor,False,False
0,0.0,0,0.0,4,0.1,0.0,Nov,1,1,1,2,Returning_Visitor,False,True
0,0.0,0,0.0,10,0.092222222,0.0,Dec,2,2,1,3,Returning_Visitor,False,False
6,101.2,2,438.7,53,0.022197723,0.0,Aug,3,2,4,1,Returning_Visitor,False,False
0,0.0,0,0.0,11,0.036363636,0.0,May,2,2,1,2,Returning_Visitor,False,False
4,139.0,1,146.0,26,0.03,0.0,May,1,1,6,2,Returning_Visitor,True,False
0,0.0,0,0.0,8,0.075,0.0,Jul,2,2,2,13,Returning_Visitor,False,False
7,153.85,0,0.0,19,0.018518519,0.0,Dec,1,1,1,8,Returning_Visitor,False,True
1,12.5,0,0.0,3,0.08,0.0,Nov,1,1,1,8,Returning_Visitor,True,False
0,0.0,0,0.0,9,0.022222222,0.0,Mar,2,2,1,2,Returning_Visitor,False,False
0,0.0,0,0.0,3,0.033333333,0.0,Nov,5,11,8,11,Returning_Visitor,False,False
8,105.0,1,24.5,70,0.023453364,0.0,Nov,2,2,1,8,Returning_Visitor,True,False
10,1271.5,0,0.0,41,0.007801418,71.46597872,May,2,2,2,4,Returning_Visitor,False,True
0,0.0,0,0.0,14,0.071428571,0.0,May,2,2,3,4,Returning_Visitor,False,False
0,0.0,0,0.0,12,0.071428571,0.0,Mar,2,2,1,1,Returning_Visitor,True,False
1,26.2,0,0.0,4,0.04,36.66178288,Oct,2,2,2,5,New_Visitor,False,True
0,0.0,0,0.0,1,0.2,0.0,May,3,2,1,13,Returning_Visitor,False,False
0,0.0,0,0.0,40,0.020277778,0.0,May,2,10,1,3,Returning_Visitor,False,False
5,191.8333333,1,17.0,10,0.018181818,0.0,Dec,1,1,8,2,Returning_Visitor,False,False
0,0.0,0,0.0,2,0.2,0.0,Mar,1,1,1,3,Returning_Visitor,False,False
3,69.0,1,18.0,10,0.039010989,0.0,Dec,2,2,1,2,Returning_Visitor,False,False
0,0.0,0,0.0,41,0.015811966,0.0,May,2,2,6,1,Returning_Visitor,False,False
1,24.5,0,0.0,47,0.015450311,0.0,Dec,2,2,7,8,New_Visitor,False,False
2,17.0,0,0.0,7,0.1125,0.0,Mar,2,2,3,1,Returning_Visitor,False,False
5,218.8333333,3,54.0,28,0.022957516,9.509492485,Dec,3,2,1,2,Returning_Visitor,True,False
1,44.0,0,0.0,25,0.029142857,10.3572,Mar,2,2,1,2,Returning_Visitor,True,True
4,60.16666667,3,164.5,159,0.018075125,2.702517858,Dec,2,2,3,1,Returning_Visitor,False,True
0,0.0,0,0.0,15,0.051238095,0.0,May,2,5,4,2,Returning_Visitor,False,False
0,0.0,0,0.0,20,0.00125,0.0,Nov,1,1,1,3,Returning_Visitor,False,False
5,106.9,0,0.0,211,0.028901336,0.0,Aug,2,2,3,13,Returning_Visitor,False,False
1,24.0,0,0.0,15,0.00625,115.48625,May,2,2,3,2,Returning_Visitor,False,True
0,0.0,0,0.0,2,0.1,0.0,Nov,2,2,3,1,Returning_Visitor,False,False
5,43.75,1,4.0,46,0.101042228,0.0,May,2,2,1,6,Returning_Visitor,False,False
0,0.0,0,0.0,13,0.007692308,0.0,Mar,2,2,3,10,Returning_Visitor,False,False
0,0.0,0,0.0,4,0.15,0.0,Sep,3,2,1,13,Returning_Visitor,False,False
4,179.6071429,2,5.5,34,0.007603276,0.0,Mar,1,1,1,3,Returning_Visitor,False,False
6,105.6333333,2,105.95,8,0.008928571,0.0,Nov,3,2,2,3,Returning_Visitor,False,False
0,0.0,0,0.0,4,0.05,0.0,Aug,4,1,3,3,New_Visitor,False,False
0,0.0,2,172.0,32,0.015787285,6.380862745,May,2,2,1,6,Returning_Visitor,False,False
4,116.0,1,8.0,59,0.023361582,26.93792373,May,2,2,7,6,Returning_Visitor,False,False
4,190.5,3,575.0,30,0.011111111,34.79013586,Dec,2,2,3,2,New_Visitor,False,True
0,0.0,0,0.0,11,0.014545455,0.0,Mar,1,1,1,3,Returning_Visitor,True,False
12,637.9388889,0,0.0,61,0.029877803,0.0,May,3,2,1,1,Returning_Visitor,False,False
1,74.0,0,0.0,21,0.01,0.0,May,2,2,1,2,New_Visitor,True,False
5,175.9166667,0,0.0,12,0.046666667,0.0,Dec,3,2,1,3,Returning_Visitor,False,True
0,0.0,0,0.0,9,0.055555556,0.0,Nov,2,4,4,2,Returning_Visitor,False,False
0,0.0,0,0.0,60,0.025141243,0.0,May,2,4,3,3,Returning_Visitor,False,False
2,21.0,0,0.0,33,0.025653595,0.0,Dec,3,2,9,2,New_Visitor,False,False
0,0.0,0,0.0,4,0.05,0.0,May,1,1,3,2,Returning_Visitor,True,False
